Gene	Mutations	Coverage	p-value	q-value	Rank
WAPL	18	3398	0.011659205	0.053746341	3550
ADAM21	18	3276	0.011662961	0.053746341	3551
MYO6	19	4725	0.011667563	0.053746341	3552
RXRG	20	3140	0.011668683	0.053746341	3553
PUM1	19	3930	0.011668743	0.053746341	3554
ABCC12	21	4800	0.011673578	0.053746341	3555
PAN3	17	3780	0.011674958	0.053746341	3556
OR11H12	18	3392	0.011678267	0.053746341	3557
KRTAP13-1	18	3714	0.011679085	0.053746341	3558
ZNF425	17	4043	0.011680011	0.053746341	3559
GTF2I	17	3018	0.011682474	0.053746341	3560
MAPKBP1	16	3031	0.011685221	0.053746341	3561
OR4D11	17	4820	0.011689699	0.053746341	3562
SMARCC2	15	3386	0.011689779	0.053746341	3563
SYT13	18	4490	0.011690052	0.053746341	3564
KRT37	16	3187	0.011693038	0.053746341	3565
CLEC1A	16	4702	0.011693895	0.053746341	3566
KIF14	18	3496	0.011694410	0.053746341	3567
SCNN1G	20	4798	0.011698070	0.053746341	3568
OR10J1	19	3613	0.011701528	0.053746341	3569
ATOH1	18	3763	0.011702269	0.053746341	3570
TANC1	21	4518	0.011704174	0.053746341	3571
ZMAT1	16	3587	0.011706534	0.053746341	3572
ADAM11	15	3247	0.011708100	0.053746341	3573
JPH3	14	3444	0.011710020	0.053746341	3574
ALX1	18	3662	0.011715242	0.053746341	3575
ST6GALNAC3	17	3282	0.011718005	0.053746341	3576
NR4A2	15	3209	0.011719064	0.053746341	3577
HIRA	16	4325	0.011727408	0.053746341	3578
SLFN5	17	4688	0.011730531	0.053746341	3579
ZNF711	21	3710	0.011730594	0.053746341	3580
MARCHF4	18	3571	0.011732208	0.053746341	3581
HS3ST1	14	4972	0.011734740	0.053746341	3582
NLRP1	20	4049	0.011735861	0.053746341	3583
ITGB4	16	4167	0.011736382	0.053746341	3584
UTP20	19	4203	0.011739227	0.053746341	3585
TEK	15	3406	0.011740127	0.053746341	3586
LDLR	16	3197	0.011741529	0.053746341	3587
PAK3	16	3570	0.011741584	0.053746341	3588
KCNK16	20	3426	0.011742704	0.053746341	3589
PTPRG	17	4661	0.011743604	0.053746341	3590
RERE	19	4302	0.011745301	0.053746341	3591
MYLIP	16	3983	0.011746576	0.053746341	3592
SNAP91	16	4708	0.011753230	0.053746341	3593
ZNF41	16	4109	0.011762903	0.053746341	3594
HELZ2	20	4357	0.011764272	0.053746341	3595
PCSK1	15	3819	0.011764383	0.053746341	3596
ATXN2	17	3226	0.011765763	0.053746341	3597
FLVCR2	17	4584	0.011768085	0.053746341	3598
NKTR	17	4256	0.011768563	0.053746341	3599
ZNF695	16	4016	0.011776813	0.053746341	3600
MPDZ	18	4953	0.011777167	0.053746341	3601
RBMS3	16	3141	0.011780331	0.053746341	3602
ESX1	15	4085	0.011781712	0.053746341	3603
CYSLTR2	17	4727	0.011782588	0.053746341	3604
MTNR1B	18	4638	0.011785157	0.053746341	3605
CDH13	16	4449	0.011786852	0.053746341	3606
ATF2	18	4583	0.011787125	0.053746341	3607
PLXNB3	16	3288	0.011789206	0.053746341	3608
OR10G4	18	4849	0.011790587	0.053746341	3609
XKR6	16	3595	0.011793635	0.053746341	3610
RAPGEF6	20	3890	0.011801158	0.053746341	3611
OR5H1	15	3612	0.011803102	0.053746341	3612
RIPOR3	17	3420	0.011805414	0.053746341	3613
RLF	21	4473	0.011811923	0.053746341	3614
BTN2A2	16	3610	0.011812348	0.053746341	3615
KAT6A	16	3841	0.011812561	0.053746341	3616
UBE4B	19	3827	0.011814895	0.053746341	3617
KRT14	16	3546	0.011816279	0.053746341	3618
TBXT	17	4671	0.011819590	0.053746341	3619
IGKV3D-11	17	4311	0.011822149	0.053746341	3620
TESK1	18	3028	0.011823516	0.053746341	3621
YY2	15	3190	0.011826108	0.053746341	3622
ZNF827	18	3396	0.011827616	0.053746341	3623
TRIP11	14	3131	0.011830951	0.053746341	3624
HTT	17	3335	0.011834621	0.053746341	3625
GRIA1	15	4000	0.011836873	0.053746341	3626
MAST3	15	4154	0.011839199	0.053746341	3627
KRT74	17	4430	0.011846905	0.053746341	3628
PDE6A	17	4754	0.011847500	0.053746341	3629
OR6B1	19	4791	0.011851262	0.053746341	3630
BMERB1	16	3383	0.011854389	0.053746341	3631
DNAJC10	18	3385	0.011856794	0.053746341	3632
HOXA9	15	4012	0.011857055	0.053746341	3633
STARD10	18	3042	0.011860513	0.053746341	3634
HRG	17	4653	0.011871107	0.053746341	3635
EIF2AK3	17	4630	0.011877145	0.053746341	3636
EHMT1	18	4122	0.011877928	0.053746341	3637
BCLAF3	17	4390	0.011880178	0.053746341	3638
LILRB5	20	4131	0.011881573	0.053746341	3639
COL28A1	17	3540	0.011882486	0.053746341	3640
PRAMEF20	19	4102	0.011886495	0.053746341	3641
OTUD6A	17	4124	0.011886978	0.053746341	3642
BEST3	16	4979	0.011887792	0.053746341	3643
OR8G2P	19	3707	0.011891778	0.053746341	3644
IFNLR1	16	3679	0.011892286	0.053746341	3645
PCSK6	16	3123	0.011892310	0.053746341	3646
OTUD7B	18	3172	0.011893499	0.053746341	3647
MIA3	18	3394	0.011894661	0.053746341	3648
PRPF4B	13	4378	0.011895843	0.053746341	3649
THEG	18	3981	0.011898039	0.053746341	3650
TRAPPC9	19	4861	0.011898160	0.053746341	3651
RAD54B	15	4698	0.011903355	0.053746341	3652
HDX	20	4385	0.011903790	0.053746341	3653
ZNF157	15	4337	0.011907871	0.053746341	3654
TTC3	17	4911	0.011908170	0.053746341	3655
SERPINB8	18	4283	0.011911888	0.053746341	3656
NLN	16	3112	0.011916991	0.053746341	3657
VIL1	16	3742	0.011918417	0.053746341	3658
NAA16	18	4878	0.011918591	0.053746341	3659
HEPACAM2	18	3819	0.011926223	0.053746341	3660
OR11G2	18	4936	0.011928638	0.053746341	3661
RTN4	16	3592	0.011937633	0.053746341	3662
CD34	20	3714	0.011939329	0.053746341	3663
OR7A10	14	3178	0.011939830	0.053746341	3664
CKAP2	13	4924	0.011939985	0.053746341	3665
DHX9	14	4502	0.011944730	0.053746341	3666
CCDC70	17	4679	0.011949857	0.053746341	3667
OMD	18	3154	0.011951290	0.053746341	3668
SPAG5	18	3519	0.011952197	0.053746341	3669
SLC4A7	19	3148	0.011952524	0.053746341	3670
IGF1R	19	4931	0.011955279	0.053746341	3671
SLC6A16	19	4766	0.011956831	0.053746341	3672
CBY2	16	4317	0.011960794	0.053746341	3673
SSX3	18	3725	0.011960888	0.053746341	3674
RCN2	17	4342	0.011963719	0.053746341	3675
SYDE2	17	3582	0.011963905	0.053746341	3676
OR4C11	16	4648	0.011964604	0.053746341	3677
PHF14	19	3577	0.011967776	0.053746341	3678
PEX12	19	3363	0.011970867	0.053746341	3679
TRBV27	15	3935	0.011970879	0.053746341	3680
KDM5A	17	4882	0.011973280	0.053746341	3681
ZNF217	21	4440	0.011974267	0.053746341	3682
FNDC3B	18	4103	0.011976714	0.053746341	3683
SPATA17	20	3262	0.011978003	0.053746341	3684
SEL1L2	18	3100	0.011981944	0.053746341	3685
PSG3	19	4821	0.011984462	0.053746341	3686
AFF3	19	3252	0.011986665	0.053746341	3687
PRAG1	18	3767	0.011991551	0.053746341	3688
DDX60	18	3189	0.011991820	0.053746341	3689
PJA1	19	3626	0.011992072	0.053746341	3690
UBN2	18	3454	0.011992820	0.053746341	3691
NPC1L1	18	3649	0.011996063	0.053746341	3692
LZTS1	16	4011	0.012002044	0.053746341	3693
RFC4	16	3197	0.012002551	0.053746341	3694
CFAP46	16	4622	0.012005463	0.053746341	3695
RNF130	16	4464	0.012006278	0.053746341	3696
UQCRQ	18	3518	0.012006883	0.053746341	3697
KRT16	16	4901	0.012007778	0.053746341	3698
HAO1	17	3920	0.012012037	0.053746341	3699
FLRT3	17	4654	0.012012253	0.053746341	3700
DSTYK	15	4547	0.012022481	0.053746341	3701
COL13A1	18	3147	0.012032503	0.053746341	3702
GFRA1	19	3898	0.012034365	0.053746341	3703
GUCA1C	15	3644	0.012041405	0.053746341	3704
TUBB8	17	3111	0.012042622	0.053746341	3705
RXFP3	17	3187	0.012043591	0.053746341	3706
MCRS1	15	4934	0.012045528	0.053746341	3707
BRSK1	18	3944	0.012051311	0.053746341	3708
HIPK1	20	3301	0.012058049	0.053746341	3709
PHACTR1	19	3207	0.012058209	0.053746341	3710
ITGB8	16	3627	0.012063806	0.053746341	3711
GMEB2	17	3168	0.012067232	0.053746341	3712
HYAL4	15	3040	0.012069808	0.053746341	3713
CLRN2	17	4795	0.012074622	0.053746341	3714
SEC24C	16	4783	0.012075696	0.053746341	3715
UNC80	17	4099	0.012076037	0.053746341	3716
EGFL6	17	3487	0.012076206	0.053746341	3717
ISL1	16	4105	0.012076503	0.053746341	3718
RBM27	15	4762	0.012077122	0.053746341	3719
KIF15	18	3389	0.012077280	0.053746341	3720
ZFP28	15	3385	0.012077937	0.053746341	3721
RUBCNL	15	4642	0.012083469	0.053746341	3722
TF	21	4451	0.012086922	0.053746341	3723
ZNF813	18	4754	0.012087812	0.053746341	3724
STT3A	15	3701	0.012088374	0.053746341	3725
SLC4A4	16	4556	0.012102946	0.053746341	3726
SEC16A	14	4681	0.012105167	0.053746341	3727
PROSER1	16	4431	0.012109653	0.053746341	3728
KCNJ16	19	3542	0.012110916	0.053746341	3729
LRRC8B	15	3258	0.012112324	0.053746341	3730
PTPN11	19	3424	0.012113228	0.053746341	3731
EXOC8	16	3640	0.012116408	0.053746341	3732
CSRNP3	15	3285	0.012117277	0.053746341	3733
OPRK1	17	4383	0.012118380	0.053746341	3734
TMC1	16	3306	0.012121725	0.053746341	3735
IGKV1-27	15	3476	0.012123690	0.053746341	3736
SEC24D	16	4814	0.012125787	0.053746341	3737
PNPLA6	17	3413	0.012128674	0.053746341	3738
GCNT2	15	3813	0.012130089	0.053746341	3739
MAP7D2	16	4641	0.012135073	0.053746341	3740
CYP4B1	19	4127	0.012136057	0.053746341	3741
IQSEC2	14	4302	0.012140653	0.053746341	3742
PLEKHG2	18	3982	0.012140856	0.053746341	3743
AASDH	16	4070	0.012141018	0.053746341	3744
OR10C1	14	3125	0.012142151	0.053746341	3745
ALB	16	3313	0.012143617	0.053746341	3746
ATP9A	18	4851	0.012144794	0.053746341	3747
ACIN1	16	4619	0.012147753	0.053746341	3748
CSNK1G1	15	4952	0.012148384	0.053746341	3749
FAM219A	18	4486	0.012149527	0.053746341	3750
ZNF543	17	4992	0.012150930	0.053746341	3751
FBXL5	17	3779	0.012154163	0.053746341	3752
LGSN	19	3094	0.012154887	0.053746341	3753
OR1S1	19	3629	0.012155373	0.053746341	3754
ZNF454	15	3985	0.012156990	0.053746341	3755
BBS9	17	3208	0.012160431	0.053746341	3756
HAVCR2	18	4153	0.012166152	0.053746341	3757
HCFC2	15	3839	0.012166494	0.053746341	3758
SRSF11	12	3888	0.012166918	0.053746341	3759
SLC39A6	18	3082	0.012172392	0.053746341	3760
PGLYRP2	18	3191	0.012172669	0.053746341	3761
MAGEB16	20	3588	0.012176163	0.053746341	3762
ACSS3	17	3535	0.012181851	0.053746341	3763
ZNF33B	16	3841	0.012183218	0.053746341	3764
CENPI	14	3182	0.012184083	0.053746341	3765
C12orf40	19	3560	0.012193997	0.053746341	3766
USP53	16	4177	0.012196357	0.053746341	3767
CNTNAP3	18	4010	0.012197967	0.053746341	3768
RPH3A	15	4150	0.012203265	0.053746341	3769
OGDH	15	4096	0.012207906	0.053746341	3770
TRIM7	16	3874	0.012220284	0.053746341	3771
CCN4	15	4012	0.012221999	0.053746341	3772
TRIM3	16	4459	0.012222962	0.053746341	3773
CYP4F12	16	3830	0.012225298	0.053746341	3774
KCNS3	16	4775	0.012226256	0.053746341	3775
PACS1	17	3182	0.012232897	0.053746341	3776
MRE11	19	4423	0.012233875	0.053746341	3777
CCL14	15	4336	0.012234985	0.053746341	3778
KIAA0753	15	4685	0.012235518	0.053746341	3779
CENPC	15	3142	0.012235615	0.053746341	3780
ERCC6L	16	4089	0.012236069	0.053746341	3781
AFDN	19	3335	0.012246182	0.053746341	3782
KRTAP10-4	16	4900	0.012248077	0.053746341	3783
SUCO	17	4155	0.012255655	0.053746341	3784
MTREX	18	4787	0.012256574	0.053746341	3785
CEP164	19	4922	0.012261026	0.053746341	3786
KDM1B	16	4922	0.012261827	0.053746341	3787
ARID4B	17	3765	0.012262678	0.053746341	3788
HOXB3	20	4671	0.012267067	0.053746341	3789
FOXM1	18	3404	0.012267121	0.053746341	3790
PCDHGB5	17	4033	0.012269073	0.053746341	3791
NEBL	17	4759	0.012269457	0.053746341	3792
CEP112	17	4640	0.012273377	0.053746341	3793
TNFRSF8	17	4567	0.012279361	0.053746341	3794
CLDN25	15	4790	0.012285300	0.053746341	3795
ITGA6	15	4274	0.012287297	0.053746341	3796
HNRNPA2B1	17	4514	0.012287682	0.053746341	3797
FMR1NB	16	4517	0.012290978	0.053746341	3798
CDC42BPA	17	3541	0.012291335	0.053746341	3799
OR2A14	16	4365	0.012293102	0.053746341	3800
ZBTB18	18	4940	0.012298399	0.053746341	3801
OR56A3	19	3977	0.012303921	0.053746341	3802
AKR1D1	19	3091	0.012307278	0.053746341	3803
ABCB7	17	4699	0.012310612	0.053746341	3804
LGI2	20	4699	0.012310660	0.053746341	3805
GPR45	17	4304	0.012318008	0.053746341	3806
ZNF438	20	4343	0.012320945	0.053746341	3807
ZNF624	15	4325	0.012321940	0.053746341	3808
SLC3A1	15	4677	0.012323702	0.053746341	3809
TGM6	20	4140	0.012324020	0.053746341	3810
GDAP2	16	4201	0.012328345	0.053746341	3811
GPR4	19	4253	0.012331411	0.053746341	3812
C3orf20	17	3926	0.012333956	0.053746341	3813
SLC17A7	15	4898	0.012337394	0.053746341	3814
SLC6A2	15	4626	0.012341126	0.053746341	3815
OR51I2	16	3021	0.012341812	0.053746341	3816
EIF2AK1	16	4851	0.012343017	0.053746341	3817
APOA5	16	4819	0.012345090	0.053746341	3818
UNC93A	17	4847	0.012345779	0.053746341	3819
SIRPB1	18	4506	0.012346267	0.053746341	3820
FIGNL1	17	3377	0.012347241	0.053746341	3821
TIGD3	16	4283	0.012354029	0.053746341	3822
NKX6-1	15	4783	0.012356637	0.053746341	3823
KIF5C	17	3255	0.012359012	0.053746341	3824
APBA2	19	3481	0.012361139	0.053746341	3825
CHAF1A	15	3532	0.012361744	0.053746341	3826
ZNF862	17	4901	0.012366246	0.053746341	3827
RGS9	17	3328	0.012372183	0.053746341	3828
FGD6	16	4687	0.012374915	0.053746341	3829
PHRF1	17	3038	0.012376751	0.053746341	3830
IGKV1-16	17	3496	0.012379060	0.053746341	3831
ZNF280B	15	4492	0.012391860	0.053746341	3832
ADA2	14	4291	0.012398942	0.053746341	3833
ZNF808	16	3057	0.012399755	0.053746341	3834
DGKD	19	3783	0.012404414	0.053746341	3835
BTBD11	18	3212	0.012405196	0.053746341	3836
OR4D2	15	3269	0.012406343	0.053746341	3837
ADAM33	17	4506	0.012407755	0.053746341	3838
SERPING1	16	3242	0.012414226	0.053746341	3839
RANBP6	18	3466	0.012416958	0.053746341	3840
CTCF	17	3148	0.012417028	0.053746341	3841
TGFBRAP1	19	4656	0.012418906	0.053746341	3842
DCAF1	15	3482	0.012422119	0.053746341	3843
CKAP4	16	4794	0.012423367	0.053746341	3844
SBSPON	15	4395	0.012424600	0.053746341	3845
YY1AP1	16	4991	0.012427799	0.053746341	3846
SV2B	17	4249	0.012428316	0.053746341	3847
MAGEA6	17	3789	0.012430168	0.053746341	3848
FCHO2	19	4485	0.012434248	0.053746341	3849
RPTOR	16	4848	0.012438695	0.053746341	3850
GPD2	16	4678	0.012439045	0.053746341	3851
PHOSPHO2	14	4314	0.012439305	0.053746341	3852
PPFIA3	18	4849	0.012448623	0.053746341	3853
PARP4	16	4423	0.012451270	0.053746341	3854
NXF3	18	4445	0.012458822	0.053746341	3855
ZNF81	16	4091	0.012460978	0.053746341	3856
KIRREL2	18	4153	0.012465057	0.053746341	3857
NFRKB	18	3741	0.012465099	0.053746341	3858
RC3H2	18	4276	0.012468566	0.053746341	3859
INTS12	16	3078	0.012468665	0.053746341	3860
UGT2B17	15	3271	0.012470052	0.053746341	3861
DCTN1	16	3572	0.012472019	0.053746341	3862
CCDC105	15	4758	0.012477943	0.053746341	3863
DLX5	18	4079	0.012479702	0.053746341	3864
ARHGAP30	17	4093	0.012483829	0.053746341	3865
E2F2	15	3278	0.012485193	0.053746341	3866
AC105001.2	16	3617	0.012495056	0.053746341	3867
BTD	16	4687	0.012499859	0.053746341	3868
ELFN2	16	3136	0.012501949	0.053746341	3869
TMC4	18	4414	0.012505727	0.053746341	3870
PDE4B	17	3931	0.012507844	0.053746341	3871
MOV10L1	15	3423	0.012518369	0.053746341	3872
ZMYM2	15	3876	0.012519587	0.053746341	3873
PARP9	16	4952	0.012522771	0.053746341	3874
KLHL5	19	3508	0.012523056	0.053746341	3875
OR56B4	14	3958	0.012523086	0.053746341	3876
KCNJ5	13	3835	0.012524233	0.053746341	3877
PI4KA	17	4607	0.012524628	0.053746341	3878
PKP4	17	4997	0.012528722	0.053746341	3879
PEG10	12	3052	0.012530360	0.053746341	3880
PPP1R9A	17	3936	0.012532702	0.053746341	3881
ADAM17	16	3355	0.012537696	0.053746341	3882
KRT2	18	4375	0.012537988	0.053746341	3883
FANCD2	15	3549	0.012545290	0.053746341	3884
EGR2	14	3601	0.012546538	0.053746341	3885
UBASH3A	18	4031	0.012547493	0.053746341	3886
KDM6A	18	3448	0.012548473	0.053746341	3887
OR5P2	15	4978	0.012552207	0.053746341	3888
GRAMD1A	16	3781	0.012553816	0.053746341	3889
TBC1D8	15	3392	0.012553845	0.053746341	3890
WDR70	16	4783	0.012558748	0.053746341	3891
RBM45	16	4938	0.012559360	0.053746341	3892
ZNF280A	14	3583	0.012559737	0.053746341	3893
MED1	15	4127	0.012567046	0.053746341	3894
ADAM2	21	4947	0.012568009	0.053746341	3895
TREX2	18	4459	0.012579689	0.053746341	3896
TUBA1A	18	3498	0.012582053	0.053746341	3897
SOGA1	16	3965	0.012582115	0.053746341	3898
PEAR1	17	4234	0.012583650	0.053746341	3899
ABCG5	17	4804	0.012585834	0.053746341	3900
USP54	17	4935	0.012587323	0.053746341	3901
RRAGB	15	3989	0.012588124	0.053746341	3902
ENOX2	16	3603	0.012590366	0.053746341	3903
USP15	16	3921	0.012594852	0.053746341	3904
DZIP1	16	4205	0.012595375	0.053746341	3905
SRRM4	18	4254	0.012595953	0.053746341	3906
ATP8A1	14	3818	0.012597457	0.053746341	3907
SLC28A3	19	4219	0.012611176	0.053746341	3908
DRD1	17	3301	0.012613850	0.053746341	3909
OSBPL11	14	3913	0.012614001	0.053746341	3910
ACADM	13	3507	0.012614122	0.053746341	3911
CARMIL3	17	3922	0.012617652	0.053746341	3912
SOGA3	13	4687	0.012621730	0.053746341	3913
PER3	16	4542	0.012633144	0.053746341	3914
BBS7	17	3448	0.012635508	0.053746341	3915
TINAG	18	4143	0.012641236	0.053746341	3916
COL4A3	16	3905	0.012641282	0.053746341	3917
KARS1	15	4399	0.012643718	0.053746341	3918
BANK1	12	4827	0.012646449	0.053746341	3919
SEPTIN5	14	4836	0.012654306	0.053746341	3920
TGFA	16	4872	0.012663973	0.053746341	3921
TCF7L2	16	3424	0.012664019	0.053746341	3922
PPP1R13B	15	3163	0.012666732	0.053746341	3923
DMP1	16	4169	0.012667717	0.053746341	3924
FAAP24	19	4494	0.012669378	0.053746341	3925
DCBLD1	18	3509	0.012678648	0.053746341	3926
GAS2L2	18	4223	0.012681187	0.053746341	3927
ZNF597	16	3375	0.012683470	0.053746341	3928
PPAN-P2RY11	17	3369	0.012686122	0.053746341	3929
GAA	16	4067	0.012690998	0.053746341	3930
NPY1R	15	4460	0.012691622	0.053746341	3931
MCM3	15	3613	0.012694857	0.053746341	3932
INTS1	14	4552	0.012698376	0.053746341	3933
MED23	19	4312	0.012708250	0.053746341	3934
GBX2	14	3920	0.012710116	0.053746341	3935
PRR16	19	4868	0.012711544	0.053746341	3936
SPPL2A	14	3040	0.012715682	0.053746341	3937
ZNF184	18	3086	0.012718623	0.053746341	3938
SLC26A5	16	4171	0.012720585	0.053746341	3939
LCP1	15	4224	0.012722848	0.053746341	3940
CLVS2	14	4657	0.012725049	0.053746341	3941
GCC2	17	3997	0.012725801	0.053746341	3942
SLC36A1	18	3819	0.012727297	0.053746341	3943
ZBTB9	16	4911	0.012728565	0.053746341	3944
PLIN4	15	3566	0.012728780	0.053746341	3945
HOXA5	17	4078	0.012733056	0.053746341	3946
HCN4	18	4549	0.012736813	0.053746341	3947
LDLRAD4	19	3480	0.012741596	0.053746341	3948
TP53BP1	14	3234	0.012741741	0.053746341	3949
CPA2	15	3333	0.012746518	0.053746341	3950
GIMAP7	15	4529	0.012746729	0.053746341	3951
MYOC	17	3131	0.012753436	0.053746341	3952
CYBB	15	3484	0.012753912	0.053746341	3953
UBE3C	18	3844	0.012754513	0.053746341	3954
NCOA3	19	3405	0.012754753	0.053746341	3955
GPA33	13	3261	0.012754812	0.053746341	3956
SLC22A12	16	4537	0.012754841	0.053746341	3957
PLXND1	17	4724	0.012761730	0.053746341	3958
NSD3	16	3097	0.012767219	0.053746341	3959
ZNF451	16	3370	0.012769660	0.053746341	3960
KRTAP26-1	16	3204	0.012769702	0.053746341	3961
DMRT3	16	4373	0.012777066	0.053746341	3962
IGKV1D-17	17	3037	0.012777071	0.053746341	3963
AREL1	17	4014	0.012785231	0.053746341	3964
KCTD3	19	4013	0.012785473	0.053746341	3965
CDH26	15	4860	0.012787885	0.053746341	3966
RBL2	16	4336	0.012788348	0.053746341	3967
MAGEA4	18	4307	0.012789900	0.053746341	3968
TM9SF4	15	4058	0.012798662	0.053746341	3969
FPGT-TNNI3K	16	3840	0.012801637	0.053746341	3970
USP5	15	4466	0.012809157	0.053746341	3971
AREG	15	4838	0.012809198	0.053746341	3972
ZNF337	15	3895	0.012810029	0.053746341	3973
TRIM72	13	4556	0.012810222	0.053746341	3974
ITK	19	3916	0.012811209	0.053746341	3975
PLCG1	16	4733	0.012814065	0.053746341	3976
COLGALT2	14	3104	0.012816906	0.053746341	3977
RTEL1	17	4927	0.012822358	0.053746341	3978
BMP15	17	3189	0.012822895	0.053746341	3979
DMKN	16	3164	0.012826371	0.053746341	3980
KRT19	16	3762	0.012828592	0.053746341	3981
HMGCLL1	16	4579	0.012834712	0.053746341	3982
ELAVL2	18	4849	0.012835644	0.053746341	3983
PSG1	13	3925	0.012836599	0.053746341	3984
KRT38	18	4086	0.012840694	0.053746341	3985
ASXL2	17	4751	0.012841417	0.053746341	3986
PPP5C	16	4450	0.012841764	0.053746341	3987
CSF1	16	4243	0.012843093	0.053746341	3988
CPNE8	17	4404	0.012846444	0.053746341	3989
CNGA1	15	3980	0.012848091	0.053746341	3990
KLHL10	20	4620	0.012849012	0.053746341	3991
PALLD	20	3660	0.012849398	0.053746341	3992
ABCF3	13	3442	0.012849871	0.053746341	3993
OTX2	15	3553	0.012854504	0.053746341	3994
KCNN2	16	4000	0.012857544	0.053746341	3995
DBH	14	3532	0.012861429	0.053746341	3996
TMEM214	14	3374	0.012861617	0.053746341	3997
CLTCL1	16	3390	0.012862789	0.053746341	3998
NUMB	18	4597	0.012864315	0.053746341	3999
UNC13B	17	4538	0.012864982	0.053746341	4000
KRT35	17	3521	0.012866877	0.053746341	4001
EHBP1	17	3234	0.012868578	0.053746341	4002
INTS6	14	4141	0.012873109	0.053746341	4003
OR5M11	17	3202	0.012873364	0.053746341	4004
BTRC	16	4049	0.012874067	0.053746341	4005
MS4A7	17	3137	0.012877288	0.053746341	4006
TMTC3	19	4452	0.012878620	0.053746341	4007
CCDC7	16	3636	0.012879810	0.053746341	4008
ELL2	13	3719	0.012881336	0.053746341	4009
DHX8	17	4428	0.012883716	0.053746341	4010
COL26A1	16	3600	0.012884104	0.053746341	4011
CILP	16	3970	0.012889801	0.053746341	4012
IBTK	15	4283	0.012898464	0.053746341	4013
PPIP5K2	17	4035	0.012902484	0.053746341	4014
PACRG	17	3597	0.012903051	0.053746341	4015
DNAAF1	16	3531	0.012904194	0.053746341	4016
WDR27	14	4373	0.012904280	0.053746341	4017
PIWIL3	14	3703	0.012908496	0.053746341	4018
CSN2	14	4692	0.012909138	0.053746341	4019
EXOC1	17	4899	0.012909361	0.053746341	4020
RNASE10	14	4823	0.012912638	0.053746341	4021
CPXM1	18	3788	0.012914026	0.053746341	4022
GALNT2	16	3597	0.012917784	0.053746341	4023
FCSK	13	3646	0.012918756	0.053746341	4024
ACCSL	13	3578	0.012927420	0.053746341	4025
